CodeEmploiGrade_neg;LibelleEmploiNEG;FiliereNEG;CadredemploiNEG;etatemploigrade;CodeNETNEH_neg;CodeNETNEH;libelleNETNEH;cadredemploiNETNEH;FiliereNETNEH
0462;MANIPULATRICE D'ELECTRORADIOLOGIE DE CL NORMALE;MEDICO-TECHNIQUE;Manipulateurs electroradiologie medicale;1;2459;2459;Manipulateur d'électroradiologie médicale de classe normale;Manipulateur électroadiologie médicale;Personnels médico-techniques
0463;TECHNICIENNE DE LABORATOIRE CL NORMALE;MEDICO-TECHNIQUE;Techniciens de laboratoire;1;2458;2458;Technicien de laboratoire de classe normale;Technicien de laboratoire;Personnels médico-techniques
0467;ATTACHE DE PREMIERE CLASSE;ADMINISTRATIF;Attaches territoriaux;8;;TAT1;Attaché;attachés territoriaux;Filière administrative
0468;CONSEILLER TERRITORIAL DE PREMIERE CLASSE;SPORTIVE;Conseillers territoriaux des activites physiques et sportives;8;;TSC1;Conseiller;conseillers territoriaux des activités physiques et sportives;Filière sportive
0469;ATTACHE DE DEUXIEME CLASSE;ADMINISTRATIF;Attaches territoriaux;8;;TAT1;Attaché;attachés territoriaux;Filière administrative
0470;CONSEILLER DE DEUXIEME CLASSE DES ACTIVITES PHYSIQUES ET SPORTIVES;SPORTIVE;Conseillers territoriaux des activites physiques et sportives;8;;TSC1;Conseiller;conseillers territoriaux des activités physiques et sportives;Filière sportive
0471;INFIRMIERE DE CLASSE SUPERIEURE;INFIRMIER;Infirmiers;1;2753;2753;Infirmier d.e de classe supérieure;Infirmier;Personnels des services de soins
0472;INFIRMIERE DE BLOC OPERATOIRE DE CLASSE SUPERIEURE;INFIRMIER;Infirmiers de salle d operation;1;2717;2717;Infirmier de bloc opératoire de classe supérieure;Infirmier de bloc opératoire;Personnels des services de soins
0473;INFIRMIERE ANESTHESISTE DE CLASSE SUPERIEURE;INFIRMIER;Infirmiers specialises en anesthesie reanimation;1;2700;2700;Infirmier anesthésiste d.e de classe supérieure;Infirmier anesthésiste;Personnels des services de soins
0474;PUERICULTRICE DE CLASSE SUPERIEURE;INFIRMIER;Puericultrices;1;2719;2719;Puéricultrice d.e de classe supérieure;Puéricultrice;Personnels des services de soins
0475;PEDICURE PODOLOGUE DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Pedicures podologues;1;2734;2734;Pédicure-podologue de classe supérieure;Pédicure podologue;Personnels des services de soins
0476;MASSEUR KINESITHERAPEUTE DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Masseurs kinesitherapeutes;1;2732;2732;Masseur kinésithérapeute de classe supérieure;Masseur-kinésithérapeute;Personnels des services de soins
0477;ERGOTHERAPEUTE DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Ergotherapeutes;1;2724;2724;Ergothérapeute de classe supérieure;Ergothérapeute;Personnels des services de soins
0478;PSYCHOMOTRICIENNE DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Psychomotriciens;1;2731;2731;Psychomotricien de classe supérieure;Psychomotricien;Personnels des services de soins
0479;ORTHOPHONISTE DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Orthophonistes;1;2730;2730;Orthophoniste de classe supérieure;Orthophoniste;Personnels des services de soins
0480;ORTHOPTISTE DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Orthoptistes;1;2766;2766;Orthoptiste de classe supérieure;Orthoptiste;Personnels des services de soins
0481;DIETETICIENNE DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Dieteticiens;1;2767;2767;Dietéticien de classe supérieure;Diététicien;Personnels des services de soins
0482;MANIPULATRICE D'ELECTRORADIOLOGIE CLASSE SUPERIEURE;MEDICO-TECHNIQUE;Manipulateurs electroradiologie medicale;1;2749;2749;Manipulateur d'électroradiologie médicale de classe supérieure;Manipulateur électroadiologie médicale;Personnels médico-techniques
0483;TECHNICIENNE DE LABORATOIRE CL SUPERIEURE;MEDICO-TECHNIQUE;Techniciens de laboratoire;1;2768;2768;Technicien de laboratoire de classe supérieure;Technicien de laboratoire;Personnels médico-techniques
0485;GARDE CHAMPETRE;POLICE MUNICIPALE;Gardes champetres;1;APH1;TPH1;Garde-champêtre principal;gardes champêtres;Filière police municipale
0486;GARDE CHAMPETRE PRINCIPAL;POLICE MUNICIPALE;Gardes champetres;1;TPH1;TPH1;Garde-champêtre principal;gardes champêtres;Filière police municipale
0488;GARDIEN PRINCIPAL DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;8;APG2;TPG1;Gardien;agents de police municipale;Filière police municipale
0489;GARDIEN DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;8;APG1;TPG1;Gardien;agents de police municipale;Filière police municipale
0490;BRIGADIER DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;8;APG3;TPG2;Brigadier;agents de police municipale;Filière police municipale
0491;BRIGADIER/BRIGADIER CHEF DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;8;APG4;TPG2;Brigadier;agents de police municipale;Filière police municipale
0494;CHEF DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;1;TPG4;TPG4;Chef de police municipale;agents de police municipale;Filière police municipale
0495;BRIGADIER CHEF PRINCIPAL DE POLICE MUNICIPALE;POLICE MUNICIPALE;Agents de police municipale;1;TPG3;TPG3;Brigadier-chef principal;agents de police municipale;Filière police municipale
0496;PERSONNEL DE DIRECTION HORS CL ETBTS PUBS SOCIAUX;DIRECTION;Personnel direction etablissements sociaux;8;HDC3;0211;Directeur d'établissement social et médico-social de hors classe (r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
0497;PERSONNEL DE DIRECTION 1ERE CL ETABS PUBS SOCIAUX;DIRECTION;Personnel direction etablissements sociaux;8;HDC2;0221;Directeur d'établissement social et médico-social de classe normale (r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
0498;PERSONNEL DE DIRECTION 2EME CL ETABS PUBS SOCIAUX;DIRECTION;Personnel direction etablissements sociaux;8;HDC1;0221;Directeur d'établissement social et médico-social de classe normale (r 01/2008);Directeurs d'établissements sanitaires et sociaux;Personnel de direction et personnels administratifs
0509;DIRECTEUR TERRITORIAL;ADMINISTRATIF;Attaches territoriaux;8;;TAT3;Directeur territorial;attachés territoriaux;Filière administrative
0510;ATTACHE PRINCIPAL DE PREMIERE CLASSE;ADMINISTRATIF;Attaches territoriaux;8;AAT3;TAT2;Attaché principal;attachés territoriaux;Filière administrative
0511;ATTACHE PRINCIPAL DE DEUXIEME CLASSE;ADMINISTRATIF;Attaches territoriaux;8;;TAT2;Attaché principal;attachés territoriaux;Filière administrative
0512;CONSEILLER PRINCIPAL DE 1ERE CLASSE DES ACTIVITES PHYSIQUES SPORTIVES;SPORTIVE;Conseillers territoriaux des activites physiques et sportives;1;TSC3;TSC3;Conseiller principal de 1ère classe;conseillers territoriaux des activités physiques et sportives;Filière sportive
0513;CONSEILLER PRINCIPAL DE 2EME CLASSE DES ACTIVITES PHYSIQUES SPORTIVES;SPORTIVE;Conseillers territoriaux des activites physiques et sportives;1;TSC2;TSC2;Conseiller principal de 2ème classe;conseillers territoriaux des activités physiques et sportives;Filière sportive
0517;ASSISTANT MEDICO-TECHNIQUE CL SUPERIEURE (ASSIST QUAL LABO);MEDICO SOCIAL;Assistants territoriaux qualifies de laboratoire;8;TEQ2;TEQ2;Assistant médico-technique de classe supérieure;assistants territoriaux médico-techniques;Filière médico-technique
0518;REEDUCATRICE DE CLASSE SUPERIEURE;MEDICO SOCIAL;Reeducateurs territoriaux;8;TOT2;TOT2;Rééducateur de classe supérieure;rééducateurs territoriaux;Filière médico-sociale
0519;INFIRMIERE DE CLASSE SUPERIEURE;MEDICO SOCIAL;Infirmiers territoriaux;1;TON2;TON2;Infirmier de classe supérieure;infirmiers territoriaux;Filière médico-sociale
0520;PUERICULTRICE DE CLASSE SUPERIEURE;MEDICO SOCIAL;Puericultrices territoriales;1;TOP2;TOP2;Puéricultrice de classe supérieure;puéricultrices territoriales;Filière médico-sociale
0521;TECHNICIEN SUPERIEUR CHEF (ADJOINT TECHN CL EXCEPTIONNELLE);TECHNIQUE;Adjoints techniques;8;5865;5865;Technicien supérieur hospitalier chef;Technicien supérieur;Personnels techniques et ouvriers
0522;ADJOINT DES CADRES HOSPITALIERS DE CLASSE EXCEPTIONNELLE;ADMINISTRATIF;Adjoints des cadres hospitaliers;1;1253;1253;Adjoint des cadres hospitaliers de classe exceptionnelle;Adjoint des cadres hospitaliers;Personnel de direction et personnels administratifs
0523;SECRETAIRE MEDICALE DE CLASSE EXCEPTIONNELLE;ADMINISTRATIF;Secretaires medicaux;8;1353;1353;Secrétaire médicale de classe exceptionnelle;Secrétaire médical;Personnel de direction et personnels administratifs
0524;ATTACHE PRINCIPAL DE DEUXIEME CLASSE (**);ADMINISTRATIF;Attaches territoriaux;8;;TAT2;Attaché principal;attachés territoriaux;Filière administrative
0525;DIRECTEUR TERRITORIAL (**);ADMINISTRATIF;Attaches territoriaux;8;;TAT3;Directeur territorial;attachés territoriaux;Filière administrative
0526;DIRECTEUR TERRITORIAL (***);ADMINISTRATIF;Attaches territoriaux;8;;TAT3;Directeur territorial;attachés territoriaux;Filière administrative
0527;REDACTEUR CHEF;ADMINISTRATIF;Redacteurs territoriaux;8;TAR3;TAR3;Rédacteur-chef;rédacteurs territoriaux;Filière administrative
0528;TECHNICIEN SUPERIEUR CHEF (TECHNICIEN CHEF);TECHNIQUE;Techniciens territoriaux;8;TTT3;TTT3;Technicien supérieur chef;techniciens supérieurs territoriaux;Filière technique
0529;EDUCATEUR HORS CL DES A P S;SPORTIVE;Educateur territoriaux des activites physiques et sportives;8;TSE3;TSE3;Educateur hors classe;éducateurs territoriaux des activités physiques et sportives;Filière sportive
0530;ASSISTANT DE CONSERVATION HORS CLASSE;CULTUREL;Assistants de conservation du patrimoine et bibliotheque;8;TCG3;TCG3;Assistant de conservation hors classe;assistants territoriaux de conservation du patrimoine et des bibliothèques;Filière culturelle
0531;EDUCATEUR CHEF DE JEUNES ENFANTS;MEDICO SOCIAL;Educateurs territoriaux de jeunes enfants;8;TMA3;TMA3;Educateur-chef de jeunes enfants;éducateurs territoriaux de jeunes enfants;Filière sociale
0532;EDUCATRICE CHEF DE JEUNES ENFANTS (GRADE PROVISOIRE);MEDICO SOCIAL;Educateurs territoriaux de jeunes enfants;8;;TMA3;Educateur-chef de jeunes enfants;éducateurs territoriaux de jeunes enfants;Filière sociale
0533;EDUCATRICE PRINCIPALE DE JEUNES ENFANTS;MEDICO SOCIAL;Educateurs territoriaux de jeunes enfants;8;TMA2;TMA2;Educateur principal de jeunes enfants;éducateurs territoriaux de jeunes enfants;Filière sociale
0534;EDUCATRICE DE JEUNES ENFANTS;MEDICO SOCIAL;Educateurs territoriaux de jeunes enfants;1;TMA1;TMA1;Educateur de jeunes enfants;éducateurs territoriaux de jeunes enfants;Filière sociale
0535;TECHNICIEN CHEF (GRADE PROVISOIRE);TECHNIQUE;Techniciens territoriaux;8;;TTT3;Technicien supérieur chef;techniciens supérieurs territoriaux;Filière technique
0536;TECHNICIEN SUPERIEUR PRINCIPAL (TECHNICIEN PRINCIPAL);TECHNIQUE;Techniciens territoriaux;8;TTT2;TTT2;Technicien supérieur principal;techniciens supérieurs territoriaux;Filière technique
0537;TECHNICIEN SUPERIEUR (TECHNICIEN);TECHNIQUE;Techniciens territoriaux;8;TTT1;TTT1;Technicien supérieur;techniciens supérieurs territoriaux;Filière technique
0538;EDUCATEUR 2EME CL ACTIVITES PHYSIQUES ET SPORTIVES;SPORTIVE;Educateur territoriaux des activites physiques et sportives;8;TSE1;TSE1;Educateur de 2ème classe;éducateurs territoriaux des activités physiques et sportives;Filière sportive
0539;EDUCATEUR 1ERE CL ACTIVITES PHYSIQUES ET SPORTIVES;SPORTIVE;Educateur territoriaux des activites physiques et sportives;8;TSE2;TSE2;Educateur de 1ère classe;éducateurs territoriaux des activités physiques et sportives;Filière sportive
0540;EDUCATRICE HORS CL DES A P S (GRADE PROVISOIRE);SPORTIVE;Educateur territoriaux des activites physiques et sportives;8;;TSE3;Educateur hors classe;éducateurs territoriaux des activités physiques et sportives;Filière sportive
0542;REDACTEUR PRINCIPAL;ADMINISTRATIF;Redacteurs territoriaux;8;TAR2;TAR2;Rédacteur principal;rédacteurs territoriaux;Filière administrative
0543;REDACTEUR;ADMINISTRATIF;Redacteurs territoriaux;8;TAR1;TAR1;Rédacteur;rédacteurs territoriaux;Filière administrative
0544;ASSISTANT DE CONSERVATION HORS CLASSE (GRADE PROVISOIRE);CULTUREL;Assistants de conservation du patrimoine et bibliotheque;8;TCG3-P;TCG3;Assistant de conservation hors classe;assistants territoriaux de conservation du patrimoine et des bibliothèques;Filière culturelle
0545;ASSISTANT DE CONSERVATION DE 1ERE CLASSE;CULTUREL;Assistants de conservation du patrimoine et bibliotheque;8;TCG2;TCG2;Assistant de conservation de 1ère classe;assistants territoriaux de conservation du patrimoine et des bibliothèques;Filière culturelle
0546;ASSISTANT DE CONSERVATION DE 2EME CLASSE;CULTUREL;Assistants de conservation du patrimoine et bibliotheque;8;TCG1;TCG1;Assistant de conservation de 2ème classe;assistants territoriaux de conservation du patrimoine et des bibliothèques;Filière culturelle
0547;REDACTEUR CHEF ( GRADE PROVISOIRE );ADMINISTRATIF;Redacteurs territoriaux;8;;TAR3;Rédacteur-chef;rédacteurs territoriaux;Filière administrative
0548;CONTROLEUR DE TRAVAUX;TECHNIQUE;Controleurs territoriaux de travaux;8;TTO1;TTO1;Contrôleur de travaux;contrôleurs territoriaux de travaux;Filière technique
0549;CONTROLEUR DE TRAVAUX PRINCIPAL;TECHNIQUE;Controleurs territoriaux de travaux;8;TTO2;TTO2;Contrôleur de travaux principal;contrôleurs territoriaux de travaux;Filière technique
0550;CAPITAINE * TOTALITE MAJORATION;INCENDIE ET SECOURS;Sapeurs pompiers professionnels officiers;1;;TRC1;Capitaine;capitaines, commandants, lieutenants-colonels et colonels de sapeurs-pompiers professionnels;Filière incendie et secours
0551;AGENT DE MAITRISE PRINCIPAL;TECHNIQUE;Agents de maitrise territoriaux;1;TTM2;TTM2;Agent de maîtrise principal;agents de maîtrise territoriaux;Filière technique
0553;AGENT DES SERVICES HOSPITALIERS*;AGENTS SERVICES HOSPITALIER;Agents des services hospitaliers;8;HSD1;3256;Agent des services hospitaliers qualifié e3 (25/06/07);Aide-soignant et ashq;Personnels des services de soins
0555;SECRETAIRE DE MAIRIE (*);ADMINISTRATIF;Secretaires de mairie;1;TAS1;TAS1;Secrétaire de mairie;secrétaires de mairie;Filière administrative
0556;DIRECTEUR TERRITORIAL;ADMINISTRATIF;Attaches territoriaux;1;TAT3;TAT3;Directeur territorial;attachés territoriaux;Filière administrative
0557;ATTACHE PRINCIPAL DE DEUXIEME CLASSE;ADMINISTRATIF;Attaches territoriaux;8;AAT2;TAT2;Attaché principal;attachés territoriaux;Filière administrative
0561;EDUCATEUR DE JEUNES ENFANTS DE CLASSE EXCEPTIONNELLE;PERS SOIGNANT ET EDUCATIF;Educateurs de jeunes enfants;8;2659;2659;Educateur de jeunes enfants de classe exceptionnelle;Educateur de jeunes enfants;Personnels éducatifs et sociaux
0562;SECRETAIRE MEDICAL DE CLASSE NORMALE;ADMINISTRATIF;Secretaires medicaux;8;1451;1451;Secrétaire médicale de classe normale;Secrétaire médical;Personnel de direction et personnels administratifs
0563;SECRETAIRE MEDICAL DE CLASSE SUPERIEURE;ADMINISTRATIF;Secretaires medicaux;8;1461;1461;Secrétaire médicale de classe supérieure;Secrétaire médical;Personnel de direction et personnels administratifs
0564;TECHNICIEN SUPERIEUR (ADJOINT TECHN CL NORMALE);TECHNIQUE;Adjoints techniques;8;5845;5845;Technicien supérieur hospitalier;Technicien supérieur;Personnels techniques et ouvriers
0565;TECHNICIEN SUPERIEUR PRINCIPAL (ADJOINT TECHN CL SUPERIEURE);TECHNIQUE;Adjoints techniques;8;5855;5855;Technicien supérieur hospitalier principal;Technicien supérieur;Personnels techniques et ouvriers
0566;ADJOINT DES CADRES HOSPITALIERS CLASSE NORMALE;ADMINISTRATIF;Adjoints des cadres hospitaliers;1;1251;1251;Adjoint des cadres hospitaliers de classe normale;Adjoint des cadres hospitaliers;Personnel de direction et personnels administratifs
0568;ADJOINT DES CADRES HOSPITALIERS CLASSE SUPERIEURE;ADMINISTRATIF;Adjoints des cadres hospitaliers;1;1262;1262;Adjoint des cadres hospitaliers de classe supérieure;Adjoint des cadres hospitaliers;Personnel de direction et personnels administratifs
0569;EDUCATEUR DE JEUNES ENFANTS DE CLASSE NORMALE;PERS SOIGNANT ET EDUCATIF;Educateurs de jeunes enfants;8;2657;2657;Educateur de jeunes enfants de classe normale;Educateur de jeunes enfants;Personnels éducatifs et sociaux
0570;EDUCATEUR DE JEUNES ENFANTS DE CLASSE SUPERIEURE;PERS SOIGNANT ET EDUCATIF;Educateurs de jeunes enfants;8;2658;2658;Educateur de jeunes enfants de classe supérieure;Educateur de jeunes enfants;Personnels éducatifs et sociaux
0571;TECHNICIEN SUPER CHEF (ADJ CAD TECH CL EXCEP)(A P DE PARIS);TECHNIQUE;Adjoints des cadres techniques;8;;5865;Technicien supérieur hospitalier chef;Technicien supérieur;Personnels techniques et ouvriers
0572;TECHNICIEN SUPER (ADJ CAD TECH CL NOR)(A P DE PARIS);TECHNIQUE;Adjoints des cadres techniques;8;;5845;Technicien supérieur hospitalier;Technicien supérieur;Personnels techniques et ouvriers
0573;TECHNICIEN SUPER PRINC (ADJ CAD TECH CL SUP)(A P DE PARIS);TECHNIQUE;Adjoints des cadres techniques;8;;5855;Technicien supérieur hospitalier principal;Technicien supérieur;Personnels techniques et ouvriers
0582;DIRECTRICE DEUXIEME CLASSE ETS SANITAIRES ET SOCIAUX;DIRECTION;Personnels de direction;8;HDB1;0650;Directeur d'établissement sanitaire, social et médico-social de classe normale (01/2008);Directeurs d'établissements sanitaires, sociaux et médico-sociaux;Personnel de direction et personnels administratifs
0583;DIRECTRICE PREMIERE CLASSE ETS SANITAIRES ET SOCIAUX;DIRECTION;Personnels de direction;8;HDB2;0650;Directeur d'établissement sanitaire, social et médico-social de classe normale (01/2008);Directeurs d'établissements sanitaires, sociaux et médico-sociaux;Personnel de direction et personnels administratifs
0584;DIRECTRICE HORS CLASSE ETS SANITAIRES ET SOCIAUX;DIRECTION;Personnels de direction;8;HDB3;0640;Directeur d'établissement sanitaire, social et médico-social de hors classe;Directeurs d'établissements sanitaires, sociaux et médico-sociaux;Personnel de direction et personnels administratifs
0586;REDACTEUR CHEF(*);ADMINISTRATIF;Redacteurs territoriaux;8;;TAR3;Rédacteur-chef;rédacteurs territoriaux;Filière administrative
0587;AGENT DU SERVICE INTERIEUR(*);TECHNIQUE;Agents du service interieur;1;HVH1;4437;Agent d'entretien qualifié e3;Personnels ouvriers;Personnels techniques et ouvriers
0590;AGENT D'ANIMATION;ANIMATION;Agents d animation;8;ANG1;TNJ1;Adjoint territorial d'animation de 2ème classe;adjoints territoriaux d'animation;Filière animation
0591;AGENT D'ANIMATION QUALIFIE;ANIMATION;Agents d animation;8;ANG2;TNJ1;Adjoint territorial d'animation de 2ème classe;adjoints territoriaux d'animation;Filière animation
0592;ADJOINT D'ANIMATION;ANIMATION;Adjoints d animation;8;ANJ1;TNJ2;Adjoint territorial d'animation de 1ère classe;adjoints territoriaux d'animation;Filière animation
0594;ADJOINT D'ANIMATION QUALIFIE;ANIMATION;Adjoints d animation;8;ANJ2;TNJ3;Adjoint territorial d'animation principal de 2ème classe;adjoints territoriaux d'animation;Filière animation
0595;ADJOINT D'ANIMATION PRINCIPAL;ANIMATION;Adjoints d animation;8;ANJ3;TNJ4;Adjoint territorial d'animation principal de 1ère classe;adjoints territoriaux d'animation;Filière animation
0596;ANIMATEUR;ANIMATION;Animateurs territoriaux;8;TNN1;TNN1;Animateur;animateurs territoriaux;Filière animation
0597;ANIMATEUR PRINCIPAL;ANIMATION;Animateurs territoriaux;8;TNN2;TNN2;Animateur principal;animateurs territoriaux;Filière animation
